model_a,model_b,mean_a,mean_b,std_a,std_b,mean_delta,median_delta,raw_p_value,adjusted_alpha,significant
LCM_2.5M,LCM_9.4M,0.9036549730449915,0.9060071898847818,0.10791826068682212,0.10659709148281137,-0.0023522168397903443,-8.550286293029785e-05,3.956804574746872e-09,0.002380952380952381,True
LCM_2.5M,LCM_12.2M,0.9036549730449915,0.9089915042221546,0.10791826068682212,0.10332987483522608,-0.005336531177163124,-0.001070261001586914,2.3440219061263404e-18,0.002380952380952381,True
LCM_2.5M,LCM_24M,0.9036549730449915,0.8658405738174916,0.10791826068682212,0.13335146589401098,0.03781439922749996,0.017314434051513672,7.296565051365456e-155,0.002380952380952381,True
LCM_2.5M,PCMCI,0.9036549730449915,0.800829640135169,0.10791826068682212,0.18141723406073193,0.10282533290982246,0.05879136919975281,1.6913110244543955e-101,0.002380952380952381,True
LCM_2.5M,DYNOTEARS,0.9036549730449915,0.6059054395854473,0.10791826068682212,0.15228865581828654,0.2977495334595442,0.31137457489967346,0.0,0.002380952380952381,True
LCM_2.5M,VARLINGAM,0.9036549730449915,0.8611371481418609,0.10791826068682212,0.13695649276411584,0.04251782490313053,0.015116214752197266,1.923019173924943e-58,0.002380952380952381,True
LCM_9.4M,LCM_12.2M,0.9060071898847818,0.9089915042221546,0.10659709148281137,0.10332987483522608,-0.00298431433737278,0.0,3.109713969496365e-08,0.002380952380952381,True
LCM_9.4M,LCM_24M,0.9060071898847818,0.8658405738174916,0.10659709148281137,0.13335146589401098,0.04016661606729031,0.020344287157058716,3.1632089592451673e-183,0.002380952380952381,True
LCM_9.4M,PCMCI,0.9060071898847818,0.800829640135169,0.10659709148281137,0.18141723406073193,0.10517754974961281,0.058909446001052856,3.8953339516618876e-110,0.002380952380952381,True
LCM_9.4M,DYNOTEARS,0.9060071898847818,0.6059054395854473,0.10659709148281137,0.15228865581828654,0.3001017502993345,0.3130495846271515,0.0,0.002380952380952381,True
LCM_9.4M,VARLINGAM,0.9060071898847818,0.8611371481418609,0.10659709148281137,0.13695649276411584,0.04487004174292088,0.01703748106956482,1.4003021260547522e-74,0.002380952380952381,True
LCM_12.2M,LCM_24M,0.9089915042221546,0.8658405738174916,0.10332987483522608,0.13335146589401098,0.043150930404663085,0.02277672290802002,2.097653595627561e-189,0.002380952380952381,True
LCM_12.2M,PCMCI,0.9089915042221546,0.800829640135169,0.10332987483522608,0.18141723406073193,0.10816186408698558,0.06341636180877686,7.4163024075825265e-118,0.002380952380952381,True
LCM_12.2M,DYNOTEARS,0.9089915042221546,0.6059054395854473,0.10332987483522608,0.15228865581828654,0.3030860646367073,0.3178042769432068,0.0,0.002380952380952381,True
LCM_12.2M,VARLINGAM,0.9089915042221546,0.8611371481418609,0.10332987483522608,0.13695649276411584,0.047854356080293654,0.019519686698913574,3.0645042491786966e-84,0.002380952380952381,True
LCM_24M,PCMCI,0.8658405738174916,0.800829640135169,0.13335146589401098,0.18141723406073193,0.0650109336823225,0.022636055946350098,1.9158784133095843e-37,0.002380952380952381,True
LCM_24M,DYNOTEARS,0.8658405738174916,0.6059054395854473,0.13335146589401098,0.15228865581828654,0.25993513423204423,0.2730390727519989,2.3036582238711644e-302,0.002380952380952381,True
LCM_24M,VARLINGAM,0.8658405738174916,0.8611371481418609,0.13335146589401098,0.13695649276411584,0.0047034256756305695,0.0034883618354797363,0.0036700061730977,0.002380952380952381,False
PCMCI,DYNOTEARS,0.800829640135169,0.6059054395854473,0.18141723406073193,0.15228865581828654,0.1949242005497217,0.2355082482099533,2.7372270447946055e-192,0.002380952380952381,True
PCMCI,VARLINGAM,0.800829640135169,0.8611371481418609,0.18141723406073193,0.13695649276411584,-0.060307508006691934,-0.00916677713394165,7.712436413207755e-39,0.002380952380952381,True
DYNOTEARS,VARLINGAM,0.6059054395854473,0.8611371481418609,0.15228865581828654,0.13695649276411584,-0.25523170855641364,-0.2701042592525482,5.6740443571605635e-294,0.002380952380952381,True
